2026-03-11 13:34:07 | RetrievalService | INFO | RetrievalService initialized
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: Ed Wood: Cult Filmmaker and Hollywood
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Indexable', 'Community']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (353 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | The cluster details Lionel’s 1994 Trainmaster Command Control (TMCC) system for O scale model trains. TMCC operated from 1994 to 2006 and functions similarly to Digital Command Control (DCC). TMCC locomotives can operate with non-TMCC locomotives utilizing a constant 18-volt track. In 2017, Lionel introduced a universal remote for the LionChief+ line.
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (406 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Ed Wood: Cult Filmmaker and Hollywood, has context "The cluster details Lionel’s 1994 Trainmaster Command Control (TMCC) system for O scale model trains. TMCC operated from 1994 to 2006 and functions similarly to Digital Command Control (DCC). TMCC locomotives can operate with non-TMCC locomotives utilizing a constant 18-volt track. In 2017, Lionel introduced a universal remote for the LionChief+ line."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 6 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: entity_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.69
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'entity_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: Conrad Brooks: Ed Wood Era Actor & Filmmaker
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Indexable', 'Community']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (233 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | In 1948, significant changes occurred within the Royal Australian Air Force and the Japanese government. No. 12 Squadron RAAF was redesignated as No. 1 Squadron RAAF. Additionally, 1948 was established as a national holiday in Japan.
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (293 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Conrad Brooks: Ed Wood Era Actor & Filmmaker, has context "In 1948, significant changes occurred within the Royal Australian Air Force and the Japanese government. No. 12 Squadron RAAF was redesignated as No. 1 Squadron RAAF. Additionally, 1948 was established as a national holiday in Japan."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 7 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: entity_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.59
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'entity_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: ed wood
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Entity', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (229 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton, and starring Johnny Depp as Ed Wood. He appeared in films such as "Plan 9 from Outer Space", "Glen or Glenda", and "Jail Bait".
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (2):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Conrad Brooks (df6711c0-e466-459c-aad9-273944dc0bd7)
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Ed Wood _film_ (eb77a1ff-9346-43e5-8b06-19acd72f0f16)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (260 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | ed wood, a Work, has context "Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton, and starring Johnny Depp as Ed Wood. He appeared in films such as "Plan 9 from Outer Space", "Glen or Glenda", and "Jail Bait"."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 8 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: entity_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.59
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'entity_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: ed wood films
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Entity', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (126 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Ed Wood Films was involved in the production of movies including "Plan 9 from Outer Space", "Glen or Glenda", and "Jail Bait".
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (1):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Conrad Brooks (df6711c0-e466-459c-aad9-273944dc0bd7)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (163 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | ed wood films, a Work, has context "Ed Wood Films was involved in the production of movies including "Plan 9 from Outer Space", "Glen or Glenda", and "Jail Bait"."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 9 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: vector_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.59
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'vector_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: cult filmmaker
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Concept', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (394 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Ed Wood is a 1994 American biographical period comedy-drama film directed by Tim Burton and starring Johnny Depp as Ed Wood. The film concerns the period in Wood's life when he made his best-known films as well as his relationship with actor Bela Lugosi, played by Martin Landau. Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, Lisa Marie, and Bill Murray are among the supporting cast.
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (1):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Ed Wood _film_ (eb77a1ff-9346-43e5-8b06-19acd72f0f16)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (424 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | cult filmmaker, has context "Ed Wood is a 1994 American biographical period comedy-drama film directed by Tim Burton and starring Johnny Depp as Ed Wood. The film concerns the period in Wood's life when he made his best-known films as well as his relationship with actor Bela Lugosi, played by Martin Landau. Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, Lisa Marie, and Bill Murray are among the supporting cast."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 10 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: vector_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.59
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'vector_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: comedy-drama
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Concept', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (423 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton, and starring Johnny Depp as cult filmmaker Ed Wood. The film concerns the period in Wood's life when he made his best-known films as well as his relationship with actor Bela Lugosi, played by Martin Landau. Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, Lisa Marie, and Bill Murray are among the supporting cast.
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (1):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Ed Wood _film_ (eb77a1ff-9346-43e5-8b06-19acd72f0f16)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (451 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | comedy-drama, has context "Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton, and starring Johnny Depp as cult filmmaker Ed Wood. The film concerns the period in Wood's life when he made his best-known films as well as his relationship with actor Bela Lugosi, played by Martin Landau. Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, Lisa Marie, and Bill Murray are among the supporting cast."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 11 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: vector_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.59
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'vector_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: plantation history
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Concept', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (248 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Woodson is a CDP in Pulaski County, Arkansas. Its population was 403 at the 2010 census. Ed Wood Sr. was a plantation owner, trader, and businessman at the turn of the 20th century. He owned the Wood Plantation, the largest plantation owned by him.
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (1):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Woodson_ Arkansas (c684f667-35b8-451f-95df-2b167f1660e3)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (282 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | plantation history, has context "Woodson is a CDP in Pulaski County, Arkansas. Its population was 403 at the 2010 census. Ed Wood Sr. was a plantation owner, trader, and businessman at the turn of the 20th century. He owned the Wood Plantation, the largest plantation owned by him."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 12 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: vector_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.59
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'vector_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: hollywood
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Concept', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (444 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Conrad Brooks (born Conrad Biedrzycki on January 3, 1931 in Baltimore, Maryland) moved to Hollywood, California in 1948 to pursue a career in acting. He appeared in Ed Wood films such as "Plan 9 from Outer Space", "Glen or Glenda", and "Jail Bait." He took a break from acting during the 1960s and 1970s but reemerged in the 1980s due to ongoing interest in the films of Ed Wood. He has since gone on to write, produce and direct several films.
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (2):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Conrad Brooks (df6711c0-e466-459c-aad9-273944dc0bd7)
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Shirley Temple (7e8b0ca7-f39a-4e2e-b3a4-2a430baa0442)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (469 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | hollywood, has context "Conrad Brooks (born Conrad Biedrzycki on January 3, 1931 in Baltimore, Maryland) moved to Hollywood, California in 1948 to pursue a career in acting. He appeared in Ed Wood films such as "Plan 9 from Outer Space", "Glen or Glenda", and "Jail Bait." He took a break from acting during the 1960s and 1970s but reemerged in the 1980s due to ongoing interest in the films of Ed Wood. He has since gone on to write, produce and direct several films."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 13 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: vector_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.50
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'vector_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: july 16, 1966
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Entity', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (43 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Scott Derrickson was born on July 16, 1966.
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (1):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Scott Derrickson (0b47c4d1-1fc1-48e8-b409-8332428e607c)
2026-03-11 13:34:53 | RetrievalService | DEBUG | TEXT SENT TO LLM (80 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | july 16, 1966, a Date, has context "Scott Derrickson was born on July 16, 1966."
2026-03-11 13:34:53 | RetrievalService | DEBUG | 
--- RESULT 14 ---
2026-03-11 13:34:53 | RetrievalService | DEBUG | TYPE: vector_match
2026-03-11 13:34:53 | RetrievalService | DEBUG | SCORE: 0.50
2026-03-11 13:34:53 | RetrievalService | DEBUG | BOOSTS: {'source': 'vector_match', 'domain': 1.0}
2026-03-11 13:34:53 | RetrievalService | DEBUG | SYMBOLIC IMMUNE: False
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE NAME: wood hollow
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE LABELS: ['Entity', 'Indexable']
2026-03-11 13:34:53 | RetrievalService | DEBUG | NODE TYPE: N/A
2026-03-11 13:34:53 | RetrievalService | DEBUG | FULL SUMMARY (90 chars):
2026-03-11 13:34:53 | RetrievalService | DEBUG | Woodson and its accompanying Woodson Lake and Wood Hollow are the namesake for Ed Wood Sr.
2026-03-11 13:34:53 | RetrievalService | DEBUG | LINKED NOTES (1):
2026-03-11 13:34:53 | RetrievalService | DEBUG |   - Woodson_ Arkansas (c684f667-35b8-451f-95df-2b167f1660e3)
