2026-03-13 17:41:50 | LLMService | INFO | Primary LLM Provider: GEMINI
2026-03-13 17:57:40 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'movie', 'motion picture', 'cinema', 'feature', 'flick']
2026-03-13 17:59:51 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 17:59:53 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 17:59:56 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve entertainment history regarding film collaborations, soundtracks, and promotional events involving the mentioned artists.
2026-03-13 17:59:58 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'movie', 'motion picture', 'cinema', 'feature', 'flick']
2026-03-13 18:00:00 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:00:39 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:00:42 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information, emotional expressions, or specific events related to the mentioned exclamation or entity.
2026-03-13 18:00:44 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'movie', 'motion picture', 'cinema', 'feature', 'flick']
2026-03-13 18:00:51 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:00:54 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:00:57 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve property usage information and building functions for the real estate assets mentioned.
2026-03-13 18:00:58 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'venue', 'site', 'destination', 'region']
2026-03-13 18:00:59 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:02:42 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:02:45 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:02:48 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding professional tenures and career timelines for the individuals mentioned.
2026-03-13 18:02:50 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:03:36 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:03:38 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding professional relationships, employment history, and recruitment events.
2026-03-13 18:03:40 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:04:03 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:04:06 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding career history, recruitment events, and professional associations.
2026-03-13 18:04:08 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:05:00 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:05:03 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding professional relationships, career history, and recruitment events.
2026-03-13 18:05:06 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:05:08 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:05:10 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:05:13 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve geographical locations and demographic data for the entities mentioned.
2026-03-13 18:05:16 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'venue', 'site', 'destination', 'region']
2026-03-13 18:05:23 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:05:26 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve demographic data and statistical information about the geographic region mentioned.
2026-03-13 18:05:28 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'venue', 'site', 'destination', 'region']
2026-03-13 18:05:39 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:05:41 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:05:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve sports team history, conference affiliations, and organizational name changes.
2026-03-13 18:05:46 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:05:50 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:05:54 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve organizational details, membership information, and event history for the entity mentioned.
2026-03-13 18:05:56 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:07:06 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:07:08 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:07:11 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding professional occupations and artistic contributions of the individuals mentioned.
2026-03-13 18:07:13 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:07:25 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:07:27 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:07:30 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding political appointments, professional roles, and historical administration timelines.
2026-03-13 18:07:32 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:07:38 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:07:42 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information, historical events, and professional roles associated with the person mentioned.
2026-03-13 18:07:44 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:08:28 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:08:31 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:08:34 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding the nationality and place of birth for the individuals mentioned.
2026-03-13 18:08:36 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:09:00 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:09:04 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:09:07 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information and career achievements for the individuals and sports mentioned.
2026-03-13 18:09:09 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:09:27 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:09:29 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:09:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding voice acting roles and character filmography for the person mentioned.
2026-03-13 18:09:34 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:09:36 | LLMService | DEBUG | [LLM] Type synonyms for 'character': ['character', 'persona', 'protagonist', 'figure', 'role', 'avatar']
2026-03-13 18:11:24 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:11:30 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information, media appearances, and character details for the entity mentioned.
2026-03-13 18:11:32 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'movie', 'motion picture', 'cinema', 'feature', 'flick']
2026-03-13 18:11:34 | LLMService | DEBUG | [LLM] Type synonyms for 'character': ['character', 'persona', 'protagonist', 'figure', 'role', 'avatar']
2026-03-13 18:11:36 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:13:36 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:13:39 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, character descriptions, and fictional background information for the individual mentioned.
2026-03-13 18:13:41 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:16:13 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:16:16 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, media appearances, and historical information related to the entity mentioned.
2026-03-13 18:16:18 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'movie', 'motion picture', 'cinema', 'feature', 'flick']
2026-03-13 18:16:20 | LLMService | DEBUG | [LLM] Type synonyms for 'character': ['character', 'persona', 'protagonist', 'figure', 'role', 'avatar']
2026-03-13 18:16:21 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:16:24 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:16:26 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:16:29 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve technical documentation regarding hardware compatibility and software control interfaces for the specified application.
2026-03-13 18:16:31 | LLMService | DEBUG | [LLM] Type synonyms for 'software': ['software', 'application', 'program', 'tool', 'platform', 'system']
2026-03-13 18:16:32 | LLMService | DEBUG | [LLM] Type synonyms for 'device': ['device', 'gadget', 'appliance', 'hardware', 'instrument', 'machine']
2026-03-13 18:18:14 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:18:17 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve technical specifications, hardware documentation, and peripheral device information.
2026-03-13 18:18:23 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:18:26 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:18:29 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve musical performance details regarding instrumentation, band membership, and stage setups for the artists mentioned.
2026-03-13 18:18:31 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:18:32 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:19:17 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:19:20 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve inventory records and technical specifications regarding equipment quantities and asset counts.
2026-03-13 18:20:17 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:20:19 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:20:22 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical facts, career achievements, and professional awards for the individual mentioned.
2026-03-13 18:20:24 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:20:48 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:20:51 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding familial relationships and professional connections between the individuals mentioned.
2026-03-13 18:20:53 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:21:41 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:21:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding family relationships and personal connections between the individuals mentioned.
2026-03-13 18:21:46 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:22:25 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:22:29 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:22:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical facts and professional credits regarding the individuals and creative works mentioned.
2026-03-13 18:22:35 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:22:40 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:22:43 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding life events and vital dates for the person mentioned.
2026-03-13 18:22:45 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:24:01 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:24:03 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:24:06 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve institutional history and foundational details for the organization mentioned.
2026-03-13 18:24:09 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:24:18 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:24:20 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:24:23 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve taxonomic classifications and botanical descriptions for the biological genera mentioned.
2026-03-13 18:24:25 | LLMService | DEBUG | [LLM] Type synonyms for 'plant': ['plant', 'flora', 'vegetation', 'botanical', 'herb', 'shrub']
2026-03-13 18:24:31 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:24:33 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:24:37 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding the professional achievements and organizational founding history of the individual mentioned.
2026-03-13 18:24:39 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'figure', 'character', 'soul']
2026-03-13 18:24:40 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:25:00 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:25:02 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:25:06 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve game titles and creative works associated with the designer mentioned.
2026-03-13 18:25:08 | LLMService | DEBUG | [LLM] Type synonyms for 'game': ['game', 'video game', 'match', 'competition', 'sport', 'pastime']
2026-03-13 18:25:09 | LLMService | DEBUG | [LLM] Type synonyms for 'book': ['book', 'publication', 'volume', 'tome', 'work', 'manuscript']
2026-03-13 18:25:23 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:25:26 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical facts, locations, and descriptive details about the entity or landmark mentioned.
2026-03-13 18:25:28 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'venue', 'site', 'destination', 'region']
2026-03-13 18:25:29 | LLMService | DEBUG | [LLM] Type synonyms for 'venue': ['venue', 'establishment', 'location', 'site', 'setting', 'arena']
2026-03-13 18:26:38 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:26:41 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve game descriptions, project details, or media entries related to the specified title or genre.
2026-03-13 18:26:50 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:26:52 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve travel experiences, outdoor activities, or personal events involving solo activities and individual excursions.
2026-03-13 18:26:54 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:26:57 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:27:00 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve discography information and release dates for musical works by the artist mentioned.
2026-03-13 18:27:03 | LLMService | DEBUG | [LLM] Type synonyms for 'musicalbum': ['musicalbum', 'record', 'lp', 'studio album', 'release', 'disc']
2026-03-13 18:27:04 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:27:30 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:27:32 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
2026-03-13 18:27:35 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding the origin and location of the musical artist mentioned.
2026-03-13 18:27:38 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-13 18:27:39 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'venue', 'site', 'destination', 'region']
2026-03-13 18:27:46 | LLMService | INFO | synthesize calling model: gemini-3-flash-preview
2026-03-13 18:27:48 | LLMService | INFO | [Gemini] Extracting with gemini-3-flash-preview (native SDK)
